Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
Tca01g00131.t1,0.168,7.298,0,0.142,0.014,0.003
Tca01g00132.t1,0.149,5.013,0,0.12,0.002,0.003
Tca01g00133.t1,0.203,9.826,0,0.171,0.243,0.002
Tca01g00134.t1,0.174,6.894,0,0.137,0.038,0.002
Tca01g00135.t1,0.178,9.385,0,0.143,0.045,0.002
Tca01g00136.t1,0.174,6.07,0,0.139,0.135,0.002
Tca01g00137.t1,0.153,0.786,0,0.109,0.001,0.004
Tca01g00139.t1,0.142,2.138,0,0.115,0.318,0.002
Tca01g00140.t1,0.278,12.783,0,0.227,0.503,0.004
Tca01g00140.t2,0.274,12.204,0,0.217,0.476,0.005
Tca01g00141.t1,0.223,4.637,0,0.169,0.095,0.004
Tca01g00142.t1,0.141,5.582,0,0.119,0.003,0.002
Tca01g00143.t1,0.143,7.582,0,0.115,0.026,0.002
Tca01g00513.t1,0.241,0.741,0,0.162,0.002,0.007
Tca01g00514.t1,0.166,0.911,0,0.13,0.012,0.005
Tca01g00515.t1,0.197,3.62,0,0.163,0.013,0.006
Tca01g00515.t2,0.205,4.641,0,0.155,0.011,0.007
Tca01g00516.t1,0.146,2.385,0,0.121,0.359,0.002
Tca01g00517.t1,0.141,7.169,0,0.124,0.02,0.002
Tca01g00300.t1,0.145,2.058,0,0.112,0.052,0.002
Tca01g00314.t1,0.229,1.666,0,0.161,0.056,0.009
Tca01g00328.t1,0.222,3.316,0,0.167,0.003,0.01
Tca01g00342.t1,0.15,2.165,0,0.126,0.081,0.002
Tca01g00360.t1,0.191,2.112,0,0.141,0.052,0.004
Tca01g00373.t1,0.199,3.69,0,0.154,0.042,0.004
Tca01g00518.t1,0.172,7.263,0,0.145,0.06,0.003
Tca01g00519.t1,0.159,13.874,0,0.136,0.055,0.002
Tca01g00520.t1,0.194,6.232,0,0.164,0.137,0.006
Tca01g00521.t1,0.141,0.327,0,0.097,0.046,0.004
Tca01g00522.t1,0.169,2.788,0,0.127,0.002,0.003
Tca01g00523.t1,0.244,1.183,0,0.163,0.171,0.013
Tca01g02122.t1,0.203,7.956,0,0.173,0.291,0.004
Tca01g02123.t1,0.214,17.283,0,0.181,0.453,0.004
Tca01g02124.t1,0.182,6.301,0,0.152,0.096,0.003
Tca01g02125.t1,0.194,3.188,0,0.154,0.003,0.007
Tca01g02126.t1,0.154,10.418,0,0.137,0.038,0.003
Tca01g02127.t1,0.149,18.172,0,0.137,0.16,0.003
Tca01g02031.t1,0.148,8.149,0,0.125,0.033,0.002
Tca01g02032.t1,0.147,3.292,0,0.116,0.031,0.002
Tca01g02033.t1,0.137,0.707,0,0.103,0.001,0.005
Tca01g02034.t1,0.137,0.734,0,0.104,0.001,0.005
Tca01g02035.t1,0.144,4.15,0,0.122,0.009,0.002
Tca01g02035.t2,0.144,3.875,0,0.118,0.004,0.002
Tca01g02037.t1,0.191,6.309,0,0.156,0.188,0.002
Tca01g02038.t1,0.189,2.855,0,0.144,0.002,0.003
Tca01g02039.t1,0.147,2.292,0,0.118,0.005,0.004
Tca01g02040.t1,0.157,3.492,0,0.137,0.671,0.004
Tca01g02041.t1,0.161,7.424,0,0.131,0.124,0.002
Tca01g02042.t1,0.145,3.042,0,0.112,0.006,0.002
Tca01g02135.t1,0.133,3.341,0,0.107,0.04,0.003
Tca01g02136.t1,0.132,3.075,0,0.105,0.022,0.002
Tca01g02137.t1,0.135,3.175,0,0.108,0.047,0.002
Tca01g02138.t1,0.148,3.727,0,0.114,0.027,0.002
Tca01g02139.t1,0.131,2.858,0,0.106,0.039,0.002
Tca01g02140.t1,0.164,5.879,0,0.139,0.097,0.003
Tca01g02141.t1,0.159,4.098,0,0.138,0.044,0.002
Tca01g02142.t1,0.165,4.38,0,0.141,0.125,0.002
Tca01g02143.t1,0.178,6.291,0,0.145,0.178,0.002
Tca01g02144.t1,0.29,18.014,0,0.226,0.405,0.004
Tca01g02145.t1,0.166,4.402,0,0.124,0.007,0.003
Tca01g02145.t2,0.17,4.124,0,0.124,0.001,0.003
Tca01g02146.t1,0.201,14.907,0,0.173,0.135,0.003
Tca01g02148.t1,0.147,1.094,0,0.118,0.004,0.005
Tca01g02149.t1,0.215,2.048,0,0.147,0.359,0.004
Tca01g02150.t1,0.149,4.91,0,0.123,0.008,0.002
Tca01g02151.t1,0.152,7.623,0,0.123,0.003,0.002
Tca01g02152.t1,0.153,0.359,0,0.109,0.001,0.003
Tca01g02153.t1,0.268,8.611,0,0.212,0.004,0.005
Tca01g02154.t1,0.176,6.035,0,0.14,0.024,0.008
Tca01g02155.t1,0.156,2.214,0,0.118,0.003,0.003
Tca01g02156.t1,0.162,10.214,0,0.137,0.003,0.003
Tca01g02157.t1,0.155,8.221,0,0.135,0.02,0.003
Tca01g02158.t1,0.173,2.556,0,0.147,0.007,0.003
Tca01g02159.t1,0.179,8.632,0,0.159,0.143,0.003
Tca01g02210.t1,0.154,6.05,0,0.139,0.003,0.005
Tca01g02211.t1,0.132,0.512,0,0.104,0.001,0.004
Tca01g02212.t1,0.217,3.353,0,0.159,0.087,0.01
Tca01g02212.t2,0.222,3.766,0,0.16,0.344,0.01
Tca01g02213.t1,0.195,8.102,0,0.168,0.036,0.004
Tca01g02214.t1,0.142,3.188,0,0.111,0.01,0.001
Tca01g02215.t1,0.15,2.181,0,0.125,0.01,0.005
Tca01g01583.t1,0.242,4.562,0,0.164,0.005,0.013
Tca01g01584.t1,0.148,2.575,0,0.116,0.001,0.002
Tca01g01584.t2,0.142,2.572,0,0.115,0.002,0.002
Tca01g01585.t1,0.2,6.925,0,0.167,0.079,0.004
Tca01g01586.t1,0.189,4.964,0,0.149,0.041,0.004
Tca01g01587.t1,0.208,4.53,0,0.149,0.049,0.004
Tca01g01589.t1,0.165,1.064,0,0.122,0.002,0.005
Tca01g01590.t1,0.201,3.24,0,0.157,0.064,0.005
Tca01g01591.t1,0.147,5.606,0,0.119,0.002,0.003
Tca01g01592.t1,0.238,4.574,0,0.183,0.16,0.005
Tca01g01593.t1,0.23,2.738,0,0.163,0.007,0.006
Tca01g01594.t1,0.155,2.398,0,0.12,0.048,0.004
Tca01g01595.t1,0.168,2.315,0,0.127,0.003,0.005
Tca01g01940.t1,0.149,5.573,0,0.118,0.018,0.002
Tca01g01953.t1,0.149,1.584,0,0.115,0.006,0.002
Tca01g01973.t1,0.196,1.672,0,0.137,0.001,0.005
Tca01g01985.t2,0.216,6.688,0,0.182,0.059,0.004
Tca01g01997.t1,0.163,2.683,0,0.127,0.002,0.004
Tca01g02009.t1,0.208,1.91,0,0.148,0.001,0.007
Tca01g00105.t1,0.15,27.217,0,0.156,0.264,0.004
Tca01g00637.t1,0.167,6.028,0,0.133,0.442,0.002
Tca01g00773.t1,0.181,2.298,0,0.153,0.33,0.005
Tca01g01030.t1,0.199,2.103,0,0.145,0.001,0.007
Tca01g01430.t1,0.383,275.045,0,0.365,36.271,0.009
Tca01g01513.t1,0.239,3.043,0,0.179,0.003,0.007
Tca01g01779.t1,0.191,1.349,0,0.145,0.002,0.008
Tca01g01780.t1,0.237,5.475,0,0.184,0.1,0.007
Tca01g01780.t2,0.243,7.453,0,0.184,0.03,0.007
Tca01g01781.t1,0.164,0.679,0,0.107,0.001,0.004
Tca01g01782.t1,0.223,3.108,0,0.16,0.029,0.007
Tca01g01783.t1,0.144,0.359,0,0.106,0.004,0.003
Tca01g01784.t1,0.159,5.922,0,0.131,0.177,0.002
Tca01g01785.t1,0.152,5.396,0,0.129,0.033,0.004
Tca01g01786.t1,0.145,3.078,0,0.118,0.045,0.004
Tca01g01787.t1,0.154,3.056,0,0.117,0.008,0.002
Tca01g01788.t1,0.195,5.191,0,0.162,0.044,0.007
Tca01g01789.t1,0.21,18.468,0,0.164,0.708,0.01
Tca01g01790.t1,0.198,1.075,0,0.146,0.007,0.007
Tca01g01791.t1,0.151,6.972,0,0.13,0.005,0.002
Tca01g01792.t1,0.155,5.563,0,0.125,0.001,0.002
Tca01g01793.t1,0.27,0.227,0,0.185,0.005,0.012
Tca01g01794.t1,0.201,2.999,0,0.144,0.008,0.004
Tca01g01795.t1,0.319,3.614,0,0.204,0.098,0.016
Tca01g01832.t1,0.165,13.137,0,0.134,0.082,0.002
Tca01g01833.t1,0.161,8.501,0,0.143,0.094,0.003
Tca01g01834.t1,0.144,13.647,0,0.126,0.581,0.002
Tca01g01835.t1,0.151,9.055,0,0.125,0.46,0.002
Tca01g01836.t1,0.236,3.895,0,0.174,0.579,0.005
Tca01g01837.t1,0.162,2.308,0,0.123,0.009,0.003
Tca01g01839.t1,0.24,3.202,0,0.167,0.158,0.009
Tca01g01840.t1,0.282,27.693,0,0.231,1.256,0.006
Tca01g01841.t1,0.126,0.282,0,0.097,0.003,0.005
Tca01g01842.t1,0.225,0.114,0,0.143,0.012,0.009
Tca01g01843.t1,0.18,3.097,0,0.145,0.003,0.005
Tca01g01844.t1,0.182,2.591,0,0.133,0.008,0.005
Tca01g01845.t1,0.172,10.29,0,0.144,0.05,0.003
Tca01g01846.t1,0.24,12.163,0,0.204,1.312,0.01
Tca01g01847.t1,0.301,0.504,0,0.208,0.013,0.013
Tca01g01848.t1,0.182,3.218,0,0.154,0.01,0.004
Tca01g01849.t1,0.195,4.145,0,0.158,0.064,0.004
Tca01g01850.t1,0.209,7.074,0,0.17,0.013,0.005
Tca01g01851.t1,0.203,2.291,0,0.164,0.004,0.007
Tca01g01853.t1,0.146,4.181,0,0.126,0.003,0.002
Tca01g01854.t1,0.141,22.146,0,0.114,0.004,0.003
Tca01g01855.t1,0.14,22.782,0,0.114,0.004,0.003
Tca01g01856.t1,0.164,10.015,0,0.14,0.182,0.002
Tca01g01857.t1,0.175,29.305,0,0.155,0.042,0.002
Tca01g01858.t1,0.187,4.471,0,0.149,0.114,0.006
Tca01g01859.t1,0.142,22.575,0,0.114,0.002,0.003
Tca01g01860.t1,0.217,1.219,0,0.152,0.011,0.008
Tca01g01861.t1,0.154,8.168,0,0.146,0.169,0.004
Tca01g01862.t1,0.152,3.194,0,0.121,0.03,0.002
Tca01g01863.t1,0.189,3.158,0,0.147,0.003,0.004
Tca01g01864.t1,0.164,4.518,0,0.133,0.005,0.002
Tca01g01343.t2,0.261,9.762,0,0.203,0.143,0.006
Tca01g01344.t1,0.418,214.704,0,0.394,23.913,0.013
Tca01g01345.t1,0.192,0.432,0,0.138,0.002,0.008
Tca01g01346.t1,0.196,0.691,0,0.136,0.001,0.008
Tca01g01347.t1,0.197,5.347,0,0.168,0.032,0.005
Tca01g01348.t1,0.217,3.136,0,0.161,0.017,0.011
Tca01g01409.t1,0.139,13.735,0,0.118,0.089,0.002
Tca01g01410.t1,0.259,12.845,0,0.192,0.268,0.005
Tca01g01411.t1,0.148,2.617,0,0.119,0.002,0.002
Tca01g01412.t1,0.355,291.141,0,0.328,31.646,0.01
Tca01g01412.t2,0.351,256.975,0,0.332,14.492,0.007
Tca01g01412.t3,0.347,316.005,0,0.33,26.017,0.01
Tca01g01412.t4,0.339,186.283,0,0.326,15.32,0.008
Tca01g01412.t5,0.326,191.931,0,0.294,18.303,0.006
Tca01g01412.t6,0.328,139.216,0,0.292,8.839,0.006
Tca01g01412.t7,0.38,559.968,0,0.37,24.812,0.016
Tca01g01413.t1,0.146,4.09,0,0.119,0.006,0.002
Tca01g01414.t1,0.227,2.913,0,0.185,0.194,0.006
Tca01g01431.t1,0.146,0.295,0,0.112,0.006,0.003
Tca01g01432.t1,0.154,10.052,0,0.115,0.002,0.005
Tca01g01433.t1,0.144,0.059,0,0.102,0.001,0.004
Tca01g01434.t1,0.198,2.858,0,0.162,0.103,0.008
Tca01g01435.t1,0.162,1.88,0,0.131,0.053,0.002
Tca01g01436.t1,0.147,2.728,0,0.124,0.03,0.003
Tca01g01437.t1,0.251,3.701,0,0.198,0.071,0.01
Tca01g01438.t1,0.195,3.855,0,0.153,0.09,0.007
Tca01g01439.t1,0.175,3.906,0,0.135,0.007,0.004
Tca01g01440.t1,0.187,11.387,0,0.157,0.773,0.002
Tca01g01441.t1,0.261,5.222,0,0.201,0.146,0.01
Tca01g01442.t1,0.143,3.9,0,0.115,0.061,0.003
Tca01g01442.t2,0.163,4.413,0,0.13,0.032,0.004
Tca01g01273.t1,0.161,2.78,0,0.125,0.365,0.002
Tca01g01274.t1,0.158,7.271,0,0.122,0.097,0.002
Tca01g01275.t1,0.252,4.679,0,0.187,0.088,0.006
Tca01g01276.t1,0.198,7.678,0,0.164,0.489,0.003
Tca01g01277.t1,0.151,2.025,0,0.119,0.05,0.002
Tca01g01278.t1,0.16,8.928,0,0.151,0.274,0.004
Tca01g01233.t1,0.139,4.467,0,0.115,0.051,0.001
Tca01g01234.t1,0.214,1.742,0,0.16,0.009,0.008
Tca01g01235.t1,0.224,7.85,0,0.184,0.123,0.008
Tca01g01236.t1,0.259,3.531,0,0.186,0.061,0.011
Tca01g01237.t1,0.185,19.069,0,0.162,0.763,0.002
Tca01g01238.t1,0.177,15.59,0,0.151,0.203,0.003
Tca01g01240.t1,0.163,4.962,0,0.129,0.006,0.002
Tca01g01241.t1,0.129,3.982,0,0.102,0.003,0.003
Tca01g01242.t1,0.269,0.267,0,0.173,0.007,0.012
Tca01g01243.t1,0.155,11.729,0,0.129,0.048,0.002
Tca01g01244.t1,0.122,1.146,0,0.096,0.052,0.003
Tca01g01245.t1,0.183,7.85,0,0.148,0.004,0.002
Tca01g01246.t1,0.202,4.673,0,0.184,0.163,0.009
Tca01g01247.t1,0.168,6.216,0,0.153,0.042,0.004
Tca01g01248.t1,0.19,4.754,0,0.153,0.005,0.003
Tca01g01249.t1,0.146,0.772,0,0.118,0.001,0.005
Tca01g01250.t1,0.175,4.327,0,0.147,0.089,0.002
Tca01g01251.t1,0.166,4.909,0,0.137,0.166,0.002
Tca01g01253.t1,0.198,2.757,0,0.154,0.067,0.007
Tca01g01254.t1,0.183,26.026,0,0.154,0.106,0.004
Tca01g01255.t1,0.184,6.493,0,0.145,0.043,0.002
Tca01g01255.t2,0.178,4.764,0,0.144,0.402,0.002
Tca01g01256.t1,0.208,4.677,0,0.179,0.251,0.007
Tca01g01257.t1,0.156,1.622,0,0.122,0.001,0.003
Tca01g01258.t1,0.247,15.283,0,0.201,0.124,0.004
Tca01g01259.t1,0.168,4.369,0,0.134,0.021,0.003
Tca01g01260.t1,0.169,7.433,0,0.137,0.007,0.002
Tca01g01261.t1,0.143,6.948,0,0.128,0.016,0.002
Tca01g01262.t1,0.17,3.232,0,0.13,0.134,0.003
Tca01g01263.t1,0.149,3.474,0,0.117,0.013,0.002
Tca01g01264.t2,0.238,5.914,0,0.183,0.004,0.009
Tca01g01265.t1,0.194,4.287,0,0.162,0.105,0.004
Tca01g01266.t1,0.17,16.311,0,0.15,0.187,0.003
Tca01g01267.t1,0.276,15.523,0,0.211,1.038,0.006
Tca01g01267.t2,0.253,10.715,0,0.197,0.366,0.006
Tca01g01268.t1,0.29,14.157,0,0.233,0.413,0.006
Tca01g01269.t1,0.162,9.826,0,0.13,0.008,0.002
Tca01g01270.t1,0.216,6.626,0,0.173,0.274,0.002
Tca01g01271.t1,0.195,7.505,0,0.153,0.129,0.003
Tca01g01272.t1,0.155,2.319,0,0.122,0.05,0.002
Tca01g01264.t1,0.247,1.921,0,0.183,0.017,0.01
Tca01g01279.t1,0.146,1.469,0,0.121,0.075,0.002
Tca01g01286.t1,0.152,3.504,0,0.133,0.061,0.002
Tca01g01293.t1,0.147,5.419,0,0.121,0.035,0.002
Tca01g01299.t1,0.16,0.589,0,0.118,0.003,0.006
Tca01g01324.t1,0.157,0.784,0,0.109,0.001,0.005
Tca01g01338.t1,0.406,40.186,0,0.306,1.864,0.011
Tca01g01696.t1,0.24,0.696,0,0.171,0.006,0.013
Tca01g01697.t1,0.193,1.885,0,0.131,0.001,0.006
Tca01g01698.t1,0.218,2.354,0,0.156,0.009,0.008
Tca01g01699.t1,0.191,5.075,0,0.154,0.114,0.003
Tca01g01700.t1,0.185,2.276,0,0.138,0.018,0.007
Tca01g01701.t1,0.201,1.311,0,0.147,0.001,0.008
Tca01g01703.t1,0.183,3.758,0,0.154,0.055,0.004
Tca01g01704.t1,0.176,1.682,0,0.154,0.03,0.007
Tca01g01705.t1,0.202,6.39,0,0.148,0.003,0.008
Tca01g01706.t1,0.185,0.7,0,0.127,0.007,0.006
Tca01g01707.t1,0.185,8.192,0,0.161,0.017,0.006
Tca01g01708.t1,0.238,9.68,0,0.185,0.019,0.006
Tca01g01725.t1,0.152,3.489,0,0.127,0.019,0.003
Tca01g01726.t1,0.166,10.826,0,0.137,0.297,0.003
Tca01g01727.t1,0.192,27.645,0,0.163,0.666,0.004
Tca01g01728.t1,0.154,4.7,0,0.123,0.007,0.003
Tca01g01729.t1,0.144,0.532,0,0.111,0.001,0.004
Tca01g01730.t1,0.161,9.447,0,0.131,0.3,0.003
Tca01g01709.t1,0.231,6.978,0,0.191,0.031,0.008
Tca01g01710.t1,0.23,6.389,0,0.17,0.007,0.004
Tca01g01710.t2,0.226,6.046,0,0.166,0.007,0.004
Tca01g01711.t1,0.141,3.21,0,0.11,0.008,0.002
Tca01g01712.t1,0.28,3.733,0,0.214,0.213,0.007
Tca01g01713.t1,0.174,1.824,0,0.127,0.002,0.003
Tca01g01778.t1,0.3,0.613,0,0.213,0.004,0.019
Tca01g01789.t2,0.177,4.128,0,0.132,0.007,0.007
Tca01g01802.t1,0.236,0.776,0,0.172,0.002,0.008
Tca01g01815.t1,0.145,9.246,0,0.127,0.198,0.002
Tca01g01838.t1,0.266,16.685,0,0.206,0.139,0.004
Tca01g01852.t1,0.283,0.384,0,0.173,0.014,0.013
Tca01g01865.t1,0.152,13.249,0,0.145,0.007,0.006
Tca01g01877.t1,0.144,6.643,0,0.119,0.038,0.002
Tca01g01890.t1,0.149,4.342,0,0.119,0.007,0.002
Tca01g01913.t1,0.203,4.793,0,0.162,0.156,0.005
Tca01g01715.t1,0.152,7.214,0,0.124,0.111,0.002
Tca01g01716.t1,0.151,1.737,0,0.122,0.142,0.003
Tca01g01717.t1,0.157,6.761,0,0.131,0.104,0.002
Tca01g01718.t1,0.148,0.706,0,0.099,0.004,0.003
Tca01g01719.t1,0.131,5.742,0,0.115,0.004,0.003
Tca01g01720.t1,0.413,62.162,0,0.322,2.906,0.01
Tca01g01721.t1,0.433,83.364,0,0.358,4.264,0.01
Tca01g01721.t2,0.449,104.486,0,0.366,9.782,0.01
Tca01g01722.t1,0.184,0.387,0,0.124,0.019,0.004
Tca01g01723.t1,0.147,2.812,0,0.118,0.876,0.003
Tca01g01724.t1,0.415,93.543,0,0.332,20.936,0.012
Tca01g00361.t1,0.296,27.238,0,0.24,0.38,0.007
Tca01g00362.t1,0.293,12.166,0,0.226,0.051,0.005
Tca01g00363.t1,0.212,3.851,0,0.163,0.003,0.006
Tca01g00364.t1,0.166,7.842,0,0.132,0.292,0.003
Tca01g00364.t2,0.162,6.153,0,0.127,0.334,0.003
Tca01g00365.t1,0.173,2.82,0,0.137,0.005,0.004
Tca01g00366.t1,0.17,2.466,0,0.137,0.298,0.003
Tca01g00367.t1,0.331,39.208,0,0.265,2.225,0.007
Tca01g00368.t1,0.187,7.327,0,0.155,0.057,0.003
Tca01g00369.t1,0.163,8.434,0,0.131,0.048,0.003
Tca01g00370.t1,0.24,2.237,0,0.171,0.004,0.009
Tca01g00371.t1,0.157,0.434,0,0.113,0.005,0.004
Tca01g00372.t1,0.164,0.76,0,0.123,0.263,0.007
Tca01g00831.t1,0.172,2.982,0,0.14,0.059,0.004
Tca01g00831.t2,0.178,1.992,0,0.138,0.011,0.004
Tca01g00832.t1,0.207,8.217,0,0.163,0.486,0.004
Tca01g00833.t1,0.236,3.237,0,0.155,0.002,0.011
Tca01g00834.t1,0.172,0.08,0,0.117,0.005,0.006
Tca01g00835.t1,0.22,10.232,0,0.208,0.998,0.012
Tca01g00837.t1,0.209,2.003,0,0.163,0.001,0.006
Tca01g00838.t1,0.227,4.338,0,0.181,0.13,0.008
Tca01g00839.t1,0.198,7.865,0,0.179,0.291,0.006
Tca01g00840.t1,0.214,5.237,0,0.153,0.005,0.006
Tca01g00841.t1,0.288,4.169,0,0.207,0.099,0.011
Tca01g00842.t1,0.132,1.536,0,0.117,0.031,0.004
Tca01g00843.t1,0.215,5.598,0,0.16,0.056,0.004
Tca01g00844.t1,0.205,0.883,0,0.154,0.002,0.008
Tca01g00845.t1,0.215,3.51,0,0.174,0.183,0.006
Tca01g00846.t1,0.148,2.162,0,0.117,0.002,0.002
Tca01g00846.t2,0.148,2.267,0,0.118,0.002,0.002
Tca01g00846.t3,0.148,2.212,0,0.119,0.001,0.002
Tca01g00847.t1,0.139,2.388,0,0.116,0.246,0.002
Tca01g01037.t1,0.129,8.432,0,0.102,0.001,0.002
Tca01g01038.t1,0.238,10.516,0,0.192,0.258,0.004
Tca01g01039.t1,0.185,0.81,0,0.14,0.025,0.009
Tca01g01040.t1,0.221,3.981,0,0.173,0.009,0.005
Tca01g01040.t2,0.237,19.922,0,0.192,0.283,0.005
Tca01g01041.t1,0.201,8.581,0,0.153,0.004,0.004
Tca01g01043.t1,0.201,2.002,0,0.149,0.003,0.005
Tca01g01043.t2,0.216,5.471,0,0.173,0.087,0.006
Tca01g01044.t1,0.191,4.423,0,0.145,0.4,0.004
Tca01g01045.t1,0.154,2.857,0,0.126,0.017,0.004
Tca01g01046.t1,0.159,1.058,0,0.116,0.002,0.005
Tca01g01047.t1,0.156,0.556,0,0.116,0.001,0.006
Tca01g01048.t1,0.136,2.011,0,0.118,0.032,0.006
Tca01g01049.t1,0.159,6.351,0,0.137,0.146,0.002
Tca01g01050.t1,0.149,3.253,0,0.116,0.003,0.003
Tca01g01051.t1,0.146,0.728,0,0.116,0.002,0.007
Tca01g01052.t1,0.155,8.434,0,0.12,0.142,0.002
Tca01g01053.t1,0.158,1.458,0,0.122,0.036,0.003
Tca01g01084.t1,0.263,6.686,0,0.193,0.439,0.007
Tca01g01085.t1,0.231,5.187,0,0.17,0.018,0.005
Tca01g01086.t1,0.164,3.833,0,0.151,0.05,0.005
Tca01g01087.t1,0.266,1.792,0,0.187,0.006,0.012
Tca01g01088.t1,0.214,16.974,0,0.177,0.682,0.007
Tca01g01089.t1,0.124,1.733,0,0.108,0.034,0.006
Tca01g01090.t1,0.143,12.193,0,0.117,0.002,0.002
Tca01g01091.t1,0.2,4.33,0,0.148,0.001,0.005
Tca01g01092.t1,0.187,9.612,0,0.145,0.004,0.002
Tca01g01093.t1,0.145,6.956,0,0.123,0.046,0.002
Tca01g01094.t1,0.131,2.411,0,0.109,0.061,0.002
Tca01g01095.t1,0.294,11.472,0,0.221,0.246,0.007
Tca01g01096.t1,0.234,7.657,0,0.17,0.008,0.008
Tca01g01097.t1,0.287,6.353,0,0.212,0.098,0.009
Tca01g01147.t1,0.201,5.662,0,0.157,0.332,0.002
Tca01g01147.t2,0.205,6.329,0,0.162,0.33,0.003
Tca01g01148.t1,0.148,2.472,0,0.115,0.01,0.002
Tca01g01149.t1,0.152,5.137,0,0.13,0.049,0.002
Tca01g01150.t1,0.19,1.385,0,0.146,0.286,0.008
Tca01g01151.t1,0.204,3.971,0,0.157,0.009,0.005
Tca01g01104.t1,0.142,5.002,0,0.115,0.007,0.002
Tca01g01105.t1,0.254,16.397,0,0.199,0.028,0.004
Tca01g01106.t1,0.165,2.267,0,0.137,0.089,0.006
Tca01g01107.t1,0.161,2.249,0,0.138,0.031,0.004
Tca01g01108.t1,0.262,8.706,0,0.202,0.339,0.005
Tca01g01109.t1,0.234,12.154,0,0.185,0.08,0.003
Tca01g01110.t1,0.198,2.278,0,0.144,0.044,0.004
Tca01g01111.t1,0.201,3.946,0,0.136,0.039,0.005
Tca01g01112.t1,0.223,23.281,0,0.197,0.046,0.011
Tca01g01113.t1,0.202,32.915,0,0.152,0.098,0.005
Tca01g01114.t1,0.16,1.973,0,0.127,0.046,0.003
Tca01g01115.t1,0.146,1.9,0,0.115,0.116,0.002
Tca01g00678.t1,0.166,32.827,0,0.147,1.475,0.004
Tca01g00679.t1,0.169,42.215,0,0.153,0.299,0.004
Tca01g00680.t1,0.216,23.86,0,0.163,0.086,0.005
Tca01g00681.t1,0.175,4.093,0,0.147,0.046,0.003
Tca01g00682.t1,0.211,12.965,0,0.158,0.011,0.005
Tca01g00683.t1,0.166,12.203,0,0.142,0.023,0.003
Tca01g00685.t1,0.165,20.009,0,0.14,0.006,0.002
Tca01g00686.t1,0.215,7.431,0,0.172,0.165,0.004
Tca01g00687.t1,0.154,3.157,0,0.125,0.033,0.003
Tca01g00688.t1,0.125,1.744,0,0.098,0.016,0.003
Tca01g00689.t1,0.162,2.722,0,0.124,0.001,0.003
Tca01g00690.t1,0.189,2.209,0,0.14,0.002,0.006
Tca01g00691.t1,0.16,1.643,0,0.129,0.003,0.003
Tca01g00692.t1,0.306,3.783,0,0.226,0.191,0.013
Tca01g00693.t1,0.159,0.796,0,0.123,0.008,0.005
Tca01g00694.t1,0.313,14.899,0,0.243,0.343,0.008
Tca01g00695.t1,0.22,5.423,0,0.167,0.094,0.003
Tca01g00696.t1,0.16,7.905,0,0.138,0.099,0.003
Tca01g00061.t1,0.188,1.447,0,0.167,0.05,0.011
Tca01g00062.t1,0.189,2.082,0,0.143,0.004,0.004
Tca01g00063.t1,0.178,2.486,0,0.142,0.003,0.004
Tca01g00064.t1,0.173,22.496,0,0.158,1.151,0.003
Tca01g00065.t1,0.155,4.247,0,0.125,0.007,0.002
Tca01g00066.t1,0.188,0.178,0,0.128,0.002,0.005
Tca01g00068.t1,0.177,3.18,0,0.148,0.119,0.004
Tca01g00069.t1,0.238,15.689,0,0.199,0.251,0.005
Tca01g00070.t1,0.151,6.974,0,0.121,0.075,0.002
Tca01g00071.t1,0.149,3.088,0,0.122,0.314,0.002
Tca01g00072.t1,0.205,4.082,0,0.151,0.094,0.007
Tca01g00073.t1,0.159,7.912,0,0.132,0.524,0.002
Tca01g00074.t1,0.329,24.166,0,0.262,1.524,0.006
Tca01g00075.t1,0.15,2.498,0,0.114,0.002,0.004
Tca01g00076.t1,0.258,3.647,0,0.189,0.394,0.007
Tca01g00077.t1,0.198,11.714,0,0.158,0.095,0.003
Tca01g00078.t1,0.231,8.099,0,0.184,0.55,0.004
Tca01g00078.t2,0.229,9.474,0,0.187,0.502,0.004
Tca01g00080.t1,0.219,1.215,0,0.169,0.021,0.005
Tca01g00081.t1,0.157,2.958,0,0.134,0.542,0.002
Tca01g00082.t1,0.159,12.829,0,0.135,0.129,0.002
Tca01g00083.t1,0.211,1.661,0,0.152,0.003,0.006
Tca01g00084.t1,0.207,2.139,0,0.15,0.015,0.006
Tca01g00085.t1,0.276,7.463,0,0.216,0.054,0.008
Tca01g00086.t1,0.177,3.515,0,0.155,0.066,0.004
Tca01g00087.t1,0.196,1.595,0,0.158,0.074,0.005
Tca01g00087.t2,0.197,1.698,0,0.157,0.078,0.004
Tca01g00088.t1,0.231,2.877,0,0.166,0.064,0.011
Tca01g00089.t1,0.205,2.261,0,0.168,0.029,0.009
Tca01g00090.t1,0.168,5.433,0,0.132,0.002,0.004
Tca01g00091.t1,0.132,2.291,0,0.103,0.007,0.003
Tca01g00959.t1,0.138,1.612,0,0.112,0.137,0.004
Tca01g00960.t1,0.15,5.421,0,0.13,0.348,0.002
Tca01g00961.t1,0.188,3.878,0,0.141,0.068,0.004
Tca01g00962.t1,0.229,4.239,0,0.172,0.027,0.006
Tca01g00962.t2,0.206,2.706,0,0.162,0.149,0.003
Tca01g00963.t1,0.341,39.286,0,0.271,0.924,0.005
